student_id,course_id,semestre_cursado,anio_cursado,nota,aprobado,num_intentos
UTP-0231,5,3,2022,51.1,False,1
UTP-0231,6,4,2023,59.3,False,1
UTP-0231,7,2,2022,74.2,True,2
UTP-0231,8,3,2022,77.9,True,2
UTP-0231,9,1,2021,71.1,True,2
UTP-0231,10,1,2021,75.1,True,2
UTP-0231,11,2,2022,76.1,True,2
UTP-0231,12,3,2022,75.6,True,2
UTP-0231,13,2,2022,82.9,True,1
UTP-0231,14,1,2021,70.9,True,2
UTP-0231,38,2,2022,73.7,True,2
UTP-0231,39,3,2022,72.4,True,1
UTP-0231,40,4,2023,56.3,False,1
UTP-0231,41,5,2023,54.7,False,1
UTP-0231,42,6,2024,48.3,False,1
UTP-0231,43,7,2024,49.8,False,1
UTP-0194,1,1,2024,93.7,True,1
UTP-0194,9,1,2024,72.1,True,2
UTP-0194,10,1,2024,100.0,True,1
UTP-0194,14,1,2024,76.3,True,1
UTP-0130,1,1,2024,84.2,True,1
UTP-0130,2,2,2025,77.9,True,1
UTP-0130,3,3,2025,86.1,True,1
UTP-0130,5,3,2025,73.6,True,1
UTP-0130,7,2,2025,85.1,True,1
UTP-0130,8,3,2025,97.6,True,1
UTP-0130,9,1,2024,75.5,True,1
UTP-0130,10,1,2024,92.9,True,1
UTP-0130,11,2,2025,86.1,True,1
UTP-0130,12,3,2025,94.8,True,1
UTP-0130,13,2,2025,91.5,True,1
UTP-0130,14,1,2024,86.2,True,1
UTP-0283,1,1,2024,53.9,False,1
UTP-0283,2,2,2025,59.5,False,1
UTP-0283,7,2,2025,43.5,False,1
UTP-0283,9,1,2024,55.8,False,1
UTP-0283,10,1,2024,44.7,False,1
UTP-0283,11,2,2025,47.4,False,1
UTP-0283,13,2,2025,58.8,False,1
UTP-0283,14,1,2024,80.0,True,2
UTP-0083,1,1,2021,77.5,True,1
UTP-0083,2,2,2022,67.1,False,1
UTP-0083,3,3,2022,86.3,True,2
UTP-0083,4,4,2023,54.6,False,1
UTP-0083,5,3,2022,79.5,True,1
UTP-0083,6,4,2023,81.7,True,1
UTP-0083,7,2,2022,82.0,True,2
UTP-0083,8,3,2022,77.8,True,2
UTP-0083,9,1,2021,76.8,True,1
UTP-0083,10,1,2021,76.1,True,1
UTP-0083,11,2,2022,79.1,True,1
UTP-0083,12,3,2022,96.4,True,1
UTP-0083,13,2,2022,77.7,True,1
UTP-0083,14,1,2021,76.8,True,1
UTP-0083,15,8,2025,79.4,True,1
UTP-0083,51,2,2022,80.6,True,1
UTP-0083,52,4,2023,79.1,True,2
UTP-0083,53,5,2023,84.4,True,2
UTP-0083,54,6,2024,85.2,True,1
UTP-0083,55,7,2024,91.0,True,1
UTP-0085,1,1,2023,82.8,True,1
UTP-0085,2,2,2024,84.8,True,2
UTP-0085,3,3,2024,90.7,True,1
UTP-0085,5,3,2024,82.1,True,1
UTP-0085,7,2,2024,88.9,True,1
UTP-0085,8,3,2024,74.3,True,2
UTP-0085,9,1,2023,94.8,True,1
UTP-0085,10,1,2023,82.9,True,1
UTP-0085,11,2,2024,98.5,True,1
UTP-0085,12,3,2024,92.7,True,1
UTP-0085,13,2,2024,85.0,True,1
UTP-0085,14,1,2023,89.4,True,1
UTP-0067,1,1,2022,95.8,True,1
UTP-0067,2,2,2023,86.1,True,1
UTP-0067,3,3,2023,90.0,True,1
UTP-0067,4,4,2024,96.1,True,1
UTP-0067,5,3,2023,77.8,True,1
UTP-0067,6,4,2024,100.0,True,1
UTP-0067,7,2,2023,86.1,True,1
UTP-0067,8,3,2023,78.1,True,1
UTP-0067,9,1,2022,79.6,True,1
UTP-0067,10,1,2022,93.8,True,1
UTP-0067,11,2,2023,100.0,True,1
UTP-0067,12,3,2023,94.3,True,1
UTP-0067,13,2,2023,100.0,True,1
UTP-0067,14,1,2022,83.7,True,1
UTP-0067,31,2,2023,90.2,True,1
UTP-0067,32,3,2023,80.3,True,1
UTP-0067,33,4,2024,88.2,True,1
UTP-0067,34,5,2024,92.4,True,1
UTP-0067,35,5,2024,81.9,True,1
UTP-0289,1,1,2022,22.9,False,1
UTP-0289,2,2,2023,40.3,False,1
UTP-0289,3,3,2023,42.2,False,1
UTP-0289,4,4,2024,36.9,False,1
UTP-0289,5,3,2023,53.6,False,1
UTP-0289,6,4,2024,35.1,False,1
UTP-0289,7,2,2023,44.2,False,1
UTP-0289,8,3,2023,48.3,False,1
UTP-0289,9,1,2022,29.5,False,1
UTP-0289,10,1,2022,51.3,False,1
UTP-0289,11,2,2023,44.7,False,1
UTP-0289,12,3,2023,48.1,False,1
UTP-0289,13,2,2023,51.5,False,1
UTP-0289,14,1,2022,44.8,False,1
UTP-0289,16,1,2022,43.3,False,1
UTP-0289,17,2,2023,44.0,False,1
UTP-0289,18,3,2023,30.0,False,1
UTP-0289,19,4,2024,35.0,False,1
UTP-0289,20,5,2024,44.1,False,1
UTP-0289,21,5,2024,34.5,False,1
UTP-0164,1,1,2022,86.7,True,1
UTP-0164,2,2,2023,80.1,True,1
UTP-0164,3,3,2023,62.6,False,1
UTP-0164,4,4,2024,76.3,True,2
UTP-0164,5,3,2023,91.0,True,1
UTP-0164,6,4,2024,73.6,True,1
UTP-0164,7,2,2023,72.7,True,1
UTP-0164,8,3,2023,80.1,True,1
UTP-0164,9,1,2022,87.7,True,1
UTP-0164,10,1,2022,84.4,True,1
UTP-0164,11,2,2023,81.6,True,1
UTP-0164,12,3,2023,97.8,True,1
UTP-0164,13,2,2023,100.0,True,1
UTP-0164,14,1,2022,94.2,True,1
UTP-0164,38,2,2023,77.1,True,1
UTP-0164,39,3,2023,82.2,True,2
UTP-0164,40,4,2024,83.8,True,2
UTP-0164,41,5,2024,80.6,True,1
UTP-0155,1,1,2020,76.8,True,1
UTP-0155,2,2,2021,79.7,True,1
UTP-0155,3,3,2021,73.7,True,1
UTP-0155,4,4,2022,51.5,False,1
UTP-0155,5,3,2021,81.9,True,1
UTP-0155,6,4,2022,71.7,True,2
UTP-0155,7,2,2021,73.6,True,2
UTP-0155,8,3,2021,70.5,True,1
UTP-0155,9,1,2020,89.5,True,1
UTP-0155,10,1,2020,100.0,True,1
UTP-0155,11,2,2021,83.4,True,1
UTP-0155,12,3,2021,77.0,True,1
UTP-0155,13,2,2021,82.8,True,1
UTP-0155,14,1,2020,85.6,True,1
UTP-0155,15,8,2024,80.9,True,1
UTP-0155,51,2,2021,87.9,True,1
UTP-0155,52,4,2022,70.3,True,1
UTP-0155,53,5,2022,77.5,True,1
UTP-0155,54,6,2023,78.8,True,1
UTP-0155,55,7,2023,81.9,True,1
UTP-0020,1,1,2020,95.2,True,1
UTP-0020,2,2,2021,78.5,True,1
UTP-0020,3,3,2021,79.0,True,1
UTP-0020,4,4,2022,80.1,True,2
UTP-0020,5,3,2021,92.0,True,1
UTP-0020,6,4,2022,94.7,True,1
UTP-0020,7,2,2021,87.1,True,1
UTP-0020,8,3,2021,96.8,True,1
UTP-0020,9,1,2020,88.4,True,1
UTP-0020,10,1,2020,98.8,True,1
UTP-0020,11,2,2021,84.7,True,1
UTP-0020,12,3,2021,90.4,True,1
UTP-0020,13,2,2021,99.0,True,1
UTP-0020,14,1,2020,100.0,True,1
UTP-0020,15,8,2024,96.1,True,1
UTP-0020,57,4,2022,77.9,True,1
UTP-0020,58,5,2022,71.3,True,1
UTP-0020,59,5,2022,80.6,True,1
UTP-0020,60,6,2023,85.6,True,1
UTP-0125,1,1,2022,88.9,True,1
UTP-0125,2,2,2023,83.3,True,1
UTP-0125,3,3,2023,79.7,True,1
UTP-0125,4,4,2024,74.3,True,1
UTP-0125,5,3,2023,79.0,True,1
UTP-0125,6,4,2024,89.9,True,1
UTP-0125,7,2,2023,82.6,True,1
UTP-0125,8,3,2023,83.2,True,1
UTP-0125,9,1,2022,80.1,True,1
UTP-0125,10,1,2022,72.0,True,1
UTP-0125,11,2,2023,98.0,True,1
UTP-0125,12,3,2023,85.4,True,1
UTP-0125,13,2,2023,82.4,True,1
UTP-0125,14,1,2022,94.8,True,1
UTP-0125,51,2,2023,81.1,True,1
UTP-0125,52,4,2024,87.7,True,1
UTP-0125,53,5,2024,89.2,True,1
UTP-0125,54,6,2025,89.7,True,1
UTP-0080,1,1,2020,73.8,True,2
UTP-0080,2,2,2021,82.6,True,1
UTP-0080,3,3,2021,75.0,True,1
UTP-0080,4,4,2022,82.1,True,2
UTP-0080,5,3,2021,79.1,True,1
UTP-0080,6,4,2022,75.9,True,2
UTP-0080,7,2,2021,76.2,True,1
UTP-0080,8,3,2021,72.9,True,2
UTP-0080,9,1,2020,84.6,True,2
UTP-0080,10,1,2020,70.8,True,1
UTP-0080,11,2,2021,91.8,True,1
UTP-0080,12,3,2021,77.9,True,1
UTP-0080,13,2,2021,95.2,True,1
UTP-0080,14,1,2020,78.6,True,1
UTP-0080,15,8,2024,74.3,True,1
UTP-0080,16,1,2020,74.0,True,1
UTP-0080,17,2,2021,87.8,True,1
UTP-0080,18,3,2021,71.7,True,1
UTP-0080,19,4,2022,73.5,True,1
UTP-0080,20,5,2022,74.2,True,1
UTP-0080,21,5,2022,81.9,True,1
UTP-0080,22,6,2023,81.9,True,1
UTP-0080,23,5,2022,89.5,True,1
UTP-0080,24,6,2023,70.1,True,1
UTP-0080,25,5,2022,62.3,False,1
UTP-0080,26,7,2023,77.0,True,2
UTP-0080,27,8,2024,75.0,True,1
UTP-0080,28,6,2023,70.2,True,1
UTP-0080,29,8,2024,70.3,True,1
UTP-0115,1,1,2024,81.0,True,1
UTP-0115,2,2,2025,72.8,True,1
UTP-0115,3,3,2025,73.5,True,1
UTP-0115,5,3,2025,72.2,True,1
UTP-0115,7,2,2025,71.4,True,1
UTP-0115,8,3,2025,71.4,True,2
UTP-0115,9,1,2024,85.3,True,1
UTP-0115,10,1,2024,91.5,True,1
UTP-0115,11,2,2025,74.3,True,2
UTP-0115,12,3,2025,75.8,True,1
UTP-0115,13,2,2025,71.2,True,1
UTP-0115,14,1,2024,78.0,True,1
UTP-0119,1,1,2023,76.2,True,1
UTP-0119,2,2,2024,60.3,False,1
UTP-0119,3,3,2024,64.5,False,1
UTP-0119,5,3,2024,82.3,True,2
UTP-0119,7,2,2024,73.6,True,1
UTP-0119,8,3,2024,72.5,True,1
UTP-0119,9,1,2023,71.1,True,1
UTP-0119,10,1,2023,83.3,True,1
UTP-0119,11,2,2024,77.5,True,1
UTP-0119,12,3,2024,79.7,True,1
UTP-0119,13,2,2024,95.3,True,1
UTP-0119,14,1,2023,92.6,True,1
UTP-0073,1,1,2023,75.7,True,1
UTP-0073,2,2,2024,87.8,True,1
UTP-0073,3,3,2024,87.6,True,1
UTP-0073,5,3,2024,77.0,True,1
UTP-0073,7,2,2024,87.7,True,1
UTP-0073,8,3,2024,93.4,True,1
UTP-0073,9,1,2023,77.2,True,1
UTP-0073,10,1,2023,83.8,True,1
UTP-0073,11,2,2024,99.3,True,1
UTP-0073,12,3,2024,93.3,True,1
UTP-0073,13,2,2024,95.6,True,1
UTP-0073,14,1,2023,93.9,True,1
UTP-0016,1,1,2021,89.5,True,1
UTP-0016,2,2,2022,70.8,True,1
UTP-0016,3,3,2022,89.8,True,1
UTP-0016,4,4,2023,85.8,True,1
UTP-0016,5,3,2022,84.6,True,1
UTP-0016,6,4,2023,86.1,True,1
UTP-0016,7,2,2022,84.9,True,2
UTP-0016,8,3,2022,85.5,True,1
UTP-0016,9,1,2021,91.0,True,1
UTP-0016,10,1,2021,90.9,True,1
UTP-0016,11,2,2022,100.0,True,1
UTP-0016,12,3,2022,88.7,True,1
UTP-0016,13,2,2022,95.9,True,1
UTP-0016,14,1,2021,83.2,True,1
UTP-0016,15,8,2025,96.2,True,1
UTP-0016,51,2,2022,85.0,True,1
UTP-0016,52,4,2023,83.2,True,1
UTP-0016,53,5,2023,83.4,True,1
UTP-0016,54,6,2024,85.3,True,1
UTP-0016,55,7,2024,98.0,True,1
UTP-0011,1,1,2023,83.5,True,1
UTP-0011,2,2,2024,78.4,True,2
UTP-0011,3,3,2024,96.0,True,1
UTP-0011,4,4,2025,88.0,True,1
UTP-0011,5,3,2024,76.7,True,1
UTP-0011,6,4,2025,92.5,True,1
UTP-0011,7,2,2024,78.0,True,1
UTP-0011,8,3,2024,84.1,True,1
UTP-0011,9,1,2023,89.3,True,1
UTP-0011,10,1,2023,90.1,True,1
UTP-0011,11,2,2024,85.7,True,1
UTP-0011,12,3,2024,86.5,True,1
UTP-0011,13,2,2024,84.7,True,1
UTP-0011,14,1,2023,85.3,True,1
UTP-0011,31,2,2024,86.5,True,1
UTP-0011,32,3,2024,81.3,True,1
UTP-0011,33,4,2025,87.4,True,1
UTP-0011,34,5,2025,93.9,True,1
UTP-0011,35,5,2025,77.3,True,1
UTP-0195,1,1,2021,82.1,True,1
UTP-0195,2,2,2022,79.2,True,1
UTP-0195,3,3,2022,78.9,True,1
UTP-0195,4,4,2023,70.8,True,1
UTP-0195,5,3,2022,86.1,True,1
UTP-0195,6,4,2023,84.0,True,1
UTP-0195,7,2,2022,77.0,True,2
UTP-0195,8,3,2022,82.1,True,1
UTP-0195,9,1,2021,87.3,True,1
UTP-0195,10,1,2021,79.1,True,1
UTP-0195,11,2,2022,85.5,True,1
UTP-0195,12,3,2022,90.6,True,1
UTP-0195,13,2,2022,83.5,True,1
UTP-0195,14,1,2021,93.7,True,1
UTP-0195,15,8,2025,100.0,True,1
UTP-0195,45,2,2022,68.9,False,1
UTP-0195,46,3,2022,71.7,True,2
UTP-0195,47,5,2023,77.6,True,1
UTP-0195,48,5,2023,80.9,True,1
UTP-0195,49,7,2024,73.3,True,1
UTP-0102,1,1,2022,91.7,True,1
UTP-0102,2,2,2023,78.4,True,2
UTP-0102,3,3,2023,80.6,True,1
UTP-0102,4,4,2024,82.5,True,2
UTP-0102,5,3,2023,93.8,True,1
UTP-0102,6,4,2024,96.0,True,1
UTP-0102,7,2,2023,83.8,True,2
UTP-0102,8,3,2023,70.7,True,1
UTP-0102,9,1,2022,86.9,True,1
UTP-0102,10,1,2022,82.0,True,1
UTP-0102,11,2,2023,84.7,True,1
UTP-0102,12,3,2023,85.3,True,1
UTP-0102,13,2,2023,85.6,True,2
UTP-0102,14,1,2022,84.9,True,1
UTP-0102,45,2,2023,81.3,True,2
UTP-0102,46,3,2023,71.1,True,1
UTP-0102,47,5,2024,86.6,True,1
UTP-0102,48,5,2024,73.4,True,2
UTP-0069,1,1,2024,89.6,True,1
UTP-0069,2,2,2025,75.9,True,1
UTP-0069,7,2,2025,75.9,True,1
UTP-0069,9,1,2024,89.4,True,1
UTP-0069,10,1,2024,90.8,True,1
UTP-0069,11,2,2025,92.7,True,1
UTP-0069,13,2,2025,95.9,True,1
UTP-0069,14,1,2024,85.5,True,1
UTP-0225,1,1,2024,56.4,False,1
UTP-0225,2,2,2025,47.6,False,1
UTP-0225,3,3,2025,49.7,False,1
UTP-0225,5,3,2025,84.9,True,1
UTP-0225,7,2,2025,72.7,True,2
UTP-0225,8,3,2025,45.5,False,1
UTP-0225,9,1,2024,50.7,False,1
UTP-0225,10,1,2024,70.1,True,1
UTP-0225,11,2,2025,70.7,True,1
UTP-0225,12,3,2025,70.7,True,1
UTP-0225,13,2,2025,71.0,True,2
UTP-0225,14,1,2024,72.2,True,2
UTP-0038,1,1,2024,92.5,True,1
UTP-0038,9,1,2024,90.6,True,1
UTP-0038,10,1,2024,77.1,True,1
UTP-0038,14,1,2024,93.0,True,1
UTP-0017,1,1,2021,84.9,True,1
UTP-0017,2,2,2022,88.1,True,1
UTP-0017,3,3,2022,100.0,True,1
UTP-0017,4,4,2023,84.7,True,1
UTP-0017,5,3,2022,89.2,True,1
UTP-0017,6,4,2023,99.1,True,1
UTP-0017,7,2,2022,90.6,True,1
UTP-0017,8,3,2022,90.1,True,1
UTP-0017,9,1,2021,96.6,True,1
UTP-0017,10,1,2021,100.0,True,1
UTP-0017,11,2,2022,87.7,True,1
UTP-0017,12,3,2022,100.0,True,1
UTP-0017,13,2,2022,89.3,True,1
UTP-0017,14,1,2021,100.0,True,1
UTP-0017,16,1,2021,89.4,True,1
UTP-0017,17,2,2022,88.4,True,1
UTP-0017,18,3,2022,84.4,True,1
UTP-0017,19,4,2023,99.5,True,1
UTP-0017,20,5,2023,94.1,True,1
UTP-0017,21,5,2023,81.8,True,1
UTP-0017,22,6,2024,87.2,True,1
UTP-0017,23,5,2023,86.0,True,1
UTP-0017,24,6,2024,76.7,True,1
UTP-0017,25,5,2023,85.0,True,1
UTP-0017,26,7,2024,84.3,True,1
UTP-0017,28,6,2024,100.0,True,1
UTP-0180,1,1,2021,78.5,True,1
UTP-0180,2,2,2022,76.5,True,2
UTP-0180,3,3,2022,82.2,True,2
UTP-0180,4,4,2023,73.3,True,1
UTP-0180,5,3,2022,91.8,True,1
UTP-0180,6,4,2023,75.2,True,2
UTP-0180,7,2,2022,55.0,False,1
UTP-0180,8,3,2022,85.0,True,1
UTP-0180,9,1,2021,78.2,True,1
UTP-0180,10,1,2021,73.1,True,1
UTP-0180,11,2,2022,84.4,True,1
UTP-0180,12,3,2022,59.0,False,1
UTP-0180,13,2,2022,80.1,True,1
UTP-0180,14,1,2021,82.7,True,1
UTP-0180,15,8,2025,92.5,True,1
UTP-0180,45,2,2022,78.8,True,2
UTP-0180,46,3,2022,70.8,True,1
UTP-0180,47,5,2023,76.5,True,2
UTP-0180,48,5,2023,72.1,True,1
UTP-0180,49,7,2024,79.3,True,2
UTP-0148,1,1,2021,73.6,True,1
UTP-0148,2,2,2022,70.3,True,2
UTP-0148,3,3,2022,77.0,True,1
UTP-0148,4,4,2023,73.7,True,1
UTP-0148,5,3,2022,75.0,True,1
UTP-0148,6,4,2023,77.1,True,1
UTP-0148,7,2,2022,72.4,True,2
UTP-0148,8,3,2022,87.3,True,2
UTP-0148,9,1,2021,76.4,True,1
UTP-0148,10,1,2021,100.0,True,1
UTP-0148,11,2,2022,72.9,True,1
UTP-0148,12,3,2022,93.6,True,1
UTP-0148,13,2,2022,89.8,True,1
UTP-0148,14,1,2021,84.1,True,1
UTP-0148,51,2,2022,90.9,True,1
UTP-0148,52,4,2023,74.8,True,1
UTP-0148,53,5,2023,80.0,True,1
UTP-0148,54,6,2024,76.4,True,1
UTP-0148,55,7,2024,91.6,True,1
UTP-0275,1,1,2020,72.9,True,1
UTP-0275,2,2,2021,72.2,True,2
UTP-0275,3,3,2021,48.5,False,1
UTP-0275,4,4,2022,52.5,False,1
UTP-0275,5,3,2021,57.7,False,1
UTP-0275,6,4,2022,78.4,True,2
UTP-0275,7,2,2021,78.7,True,2
UTP-0275,8,3,2021,55.4,False,1
UTP-0275,9,1,2020,72.6,True,2
UTP-0275,10,1,2020,69.6,False,1
UTP-0275,11,2,2021,75.9,True,1
UTP-0275,12,3,2021,51.1,False,1
UTP-0275,13,2,2021,79.4,True,2
UTP-0275,14,1,2020,70.8,True,1
UTP-0275,15,8,2024,83.7,True,1
UTP-0275,57,4,2022,50.2,False,1
UTP-0275,58,5,2022,44.1,False,1
UTP-0275,59,5,2022,74.6,True,2
UTP-0275,60,6,2023,49.0,False,1
UTP-0068,1,1,2021,83.3,True,1
UTP-0068,2,2,2022,82.8,True,1
UTP-0068,3,3,2022,86.3,True,1
UTP-0068,4,4,2023,78.0,True,1
UTP-0068,5,3,2022,75.2,True,1
UTP-0068,6,4,2023,100.0,True,1
UTP-0068,7,2,2022,98.0,True,1
UTP-0068,8,3,2022,93.0,True,1
UTP-0068,9,1,2021,83.7,True,1
UTP-0068,10,1,2021,96.2,True,1
UTP-0068,11,2,2022,97.7,True,1
UTP-0068,12,3,2022,100.0,True,1
UTP-0068,13,2,2022,100.0,True,1
UTP-0068,14,1,2021,91.9,True,1
UTP-0068,38,2,2022,88.5,True,1
UTP-0068,39,3,2022,91.5,True,1
UTP-0068,40,4,2023,99.4,True,1
UTP-0068,41,5,2023,93.4,True,1
UTP-0068,42,6,2024,89.1,True,1
UTP-0068,43,7,2024,83.5,True,1
UTP-0229,1,1,2020,78.3,True,2
UTP-0229,2,2,2021,71.2,True,2
UTP-0229,3,3,2021,45.0,False,1
UTP-0229,4,4,2022,58.1,False,1
UTP-0229,5,3,2021,62.5,False,1
UTP-0229,6,4,2022,53.3,False,1
UTP-0229,7,2,2021,48.1,False,1
UTP-0229,8,3,2021,54.3,False,1
UTP-0229,9,1,2020,80.1,True,2
UTP-0229,10,1,2020,63.5,False,1
UTP-0229,11,2,2021,83.3,True,2
UTP-0229,12,3,2021,75.5,True,1
UTP-0229,13,2,2021,70.5,True,1
UTP-0229,14,1,2020,63.4,False,1
UTP-0229,15,8,2024,74.4,True,1
UTP-0229,16,1,2020,53.6,False,1
UTP-0229,17,2,2021,70.8,True,2
UTP-0229,18,3,2021,66.4,False,1
UTP-0229,19,4,2022,55.1,False,1
UTP-0229,20,5,2022,45.1,False,1
UTP-0229,21,5,2022,51.7,False,1
UTP-0229,22,6,2023,43.2,False,1
UTP-0229,23,5,2022,50.6,False,1
UTP-0229,24,6,2023,48.9,False,1
UTP-0229,25,5,2022,40.6,False,1
UTP-0229,26,7,2023,52.0,False,1
UTP-0229,27,8,2024,59.1,False,1
UTP-0229,28,6,2023,49.6,False,1
UTP-0229,29,8,2024,76.4,True,2
UTP-0229,30,10,2025,51.0,False,1
UTP-0070,1,1,2020,100.0,True,1
UTP-0070,2,2,2021,82.3,True,1
UTP-0070,3,3,2021,94.4,True,1
UTP-0070,4,4,2022,73.8,True,1
UTP-0070,5,3,2021,99.7,True,1
UTP-0070,6,4,2022,93.9,True,1
UTP-0070,7,2,2021,92.0,True,1
UTP-0070,8,3,2021,78.2,True,1
UTP-0070,9,1,2020,85.4,True,1
UTP-0070,10,1,2020,100.0,True,1
UTP-0070,11,2,2021,90.0,True,1
UTP-0070,12,3,2021,100.0,True,1
UTP-0070,13,2,2021,86.6,True,1
UTP-0070,14,1,2020,100.0,True,1
UTP-0070,15,8,2024,90.1,True,1
UTP-0070,31,2,2021,97.0,True,1
UTP-0070,32,3,2021,97.6,True,1
UTP-0070,33,4,2022,82.0,True,1
UTP-0070,34,5,2022,92.2,True,1
UTP-0070,35,5,2022,89.7,True,1
UTP-0070,36,7,2023,83.3,True,1
UTP-0032,1,1,2024,80.3,True,1
UTP-0032,9,1,2024,72.7,True,1
UTP-0032,10,1,2024,96.2,True,1
UTP-0032,14,1,2024,80.8,True,1
UTP-0184,1,1,2021,74.7,True,1
UTP-0184,2,2,2022,77.2,True,2
UTP-0184,3,3,2022,74.4,True,1
UTP-0184,4,4,2023,75.4,True,2
UTP-0184,5,3,2022,71.3,True,1
UTP-0184,6,4,2023,79.8,True,1
UTP-0184,7,2,2022,71.7,True,1
UTP-0184,8,3,2022,71.5,True,1
UTP-0184,9,1,2021,77.7,True,1
UTP-0184,10,1,2021,82.7,True,2
UTP-0184,11,2,2022,85.0,True,1
UTP-0184,12,3,2022,83.9,True,1
UTP-0184,13,2,2022,70.8,True,1
UTP-0184,14,1,2021,77.0,True,1
UTP-0184,38,2,2022,75.0,True,2
UTP-0184,39,3,2022,85.4,True,2
UTP-0184,40,4,2023,71.7,True,1
UTP-0184,41,5,2023,80.4,True,1
UTP-0184,42,6,2024,72.6,True,1
UTP-0184,43,7,2024,53.5,False,1
UTP-0266,1,1,2021,73.2,True,1
UTP-0266,2,2,2022,73.9,True,1
UTP-0266,3,3,2022,66.4,False,1
UTP-0266,4,4,2023,81.1,True,2
UTP-0266,5,3,2022,84.4,True,1
UTP-0266,6,4,2023,76.5,True,1
UTP-0266,7,2,2022,84.2,True,2
UTP-0266,8,3,2022,71.6,True,1
UTP-0266,9,1,2021,78.3,True,2
UTP-0266,10,1,2021,73.5,True,1
UTP-0266,11,2,2022,70.5,True,1
UTP-0266,12,3,2022,85.8,True,1
UTP-0266,13,2,2022,73.3,True,2
UTP-0266,14,1,2021,85.5,True,1
UTP-0266,15,8,2025,82.3,True,1
UTP-0266,38,2,2022,52.1,False,1
UTP-0266,39,3,2022,66.2,False,1
UTP-0266,40,4,2023,46.5,False,1
UTP-0266,41,5,2023,68.3,False,1
UTP-0266,42,6,2024,79.0,True,2
UTP-0266,43,7,2024,73.0,True,2
UTP-0226,1,1,2024,76.6,True,2
UTP-0226,2,2,2025,89.2,True,2
UTP-0226,7,2,2025,50.1,False,1
UTP-0226,9,1,2024,50.6,False,1
UTP-0226,10,1,2024,76.0,True,1
UTP-0226,11,2,2025,79.8,True,1
UTP-0226,13,2,2025,70.2,True,2
UTP-0226,14,1,2024,72.2,True,1
UTP-0141,1,1,2023,98.0,True,1
UTP-0141,2,2,2024,76.4,True,1
UTP-0141,3,3,2024,78.4,True,1
UTP-0141,4,4,2025,87.1,True,1
UTP-0141,5,3,2024,100.0,True,1
UTP-0141,6,4,2025,91.8,True,1
UTP-0141,7,2,2024,75.3,True,1
UTP-0141,8,3,2024,98.2,True,1
UTP-0141,9,1,2023,83.1,True,1
UTP-0141,10,1,2023,89.6,True,1
UTP-0141,11,2,2024,95.0,True,1
UTP-0141,12,3,2024,100.0,True,1
UTP-0141,13,2,2024,99.1,True,1
UTP-0141,14,1,2023,95.6,True,1
UTP-0141,45,2,2024,86.0,True,1
UTP-0141,46,3,2024,82.6,True,1
UTP-0141,47,5,2025,86.8,True,1
UTP-0141,48,5,2025,82.0,True,2
UTP-0019,1,1,2021,92.8,True,1
UTP-0019,2,2,2022,92.1,True,1
UTP-0019,3,3,2022,80.9,True,1
UTP-0019,4,4,2023,88.2,True,1
UTP-0019,5,3,2022,93.5,True,1
UTP-0019,6,4,2023,100.0,True,1
UTP-0019,7,2,2022,100.0,True,1
UTP-0019,8,3,2022,86.4,True,1
UTP-0019,9,1,2021,93.9,True,1
UTP-0019,10,1,2021,99.4,True,1
UTP-0019,11,2,2022,96.4,True,1
UTP-0019,12,3,2022,100.0,True,1
UTP-0019,13,2,2022,93.9,True,1
UTP-0019,14,1,2021,91.0,True,1
UTP-0019,15,8,2025,100.0,True,1
UTP-0019,51,2,2022,100.0,True,1
UTP-0019,52,4,2023,83.7,True,1
UTP-0019,53,5,2023,100.0,True,1
UTP-0019,54,6,2024,90.1,True,1
UTP-0019,55,7,2024,100.0,True,1
UTP-0182,1,1,2021,90.8,True,1
UTP-0182,2,2,2022,78.9,True,1
UTP-0182,3,3,2022,82.8,True,1
UTP-0182,4,4,2023,70.1,True,1
UTP-0182,5,3,2022,82.6,True,1
UTP-0182,6,4,2023,82.6,True,1
UTP-0182,7,2,2022,73.2,True,1
UTP-0182,8,3,2022,77.8,True,1
UTP-0182,9,1,2021,71.8,True,1
UTP-0182,10,1,2021,85.3,True,1
UTP-0182,11,2,2022,86.9,True,1
UTP-0182,12,3,2022,87.2,True,1
UTP-0182,13,2,2022,87.3,True,1
UTP-0182,14,1,2021,88.7,True,1
UTP-0182,15,8,2025,98.0,True,1
UTP-0182,38,2,2022,86.2,True,1
UTP-0182,39,3,2022,74.0,True,1
UTP-0182,40,4,2023,78.0,True,2
UTP-0182,41,5,2023,70.9,True,1
UTP-0182,42,6,2024,70.3,True,1
UTP-0182,43,7,2024,71.4,True,1
UTP-0097,1,1,2022,72.2,True,1
UTP-0097,2,2,2023,82.4,True,2
UTP-0097,3,3,2023,74.9,True,2
UTP-0097,4,4,2024,78.6,True,2
UTP-0097,5,3,2023,83.2,True,1
UTP-0097,6,4,2024,73.9,True,1
UTP-0097,7,2,2023,70.1,True,1
UTP-0097,8,3,2023,81.1,True,2
UTP-0097,9,1,2022,78.1,True,1
UTP-0097,10,1,2022,76.6,True,1
UTP-0097,11,2,2023,88.0,True,1
UTP-0097,12,3,2023,75.3,True,2
UTP-0097,13,2,2023,80.5,True,1
UTP-0097,14,1,2022,85.8,True,1
UTP-0097,45,2,2023,74.9,True,1
